"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 14 18:02:41 NZDT 2024","Sun Jan 14 18:02:50 NZDT 2024","8404","chromium","section14WebTagTest.spec.js","","","","@API Playwright create order using API",""
